teks,location,bulan,word_length,clean,clean_stem,sentiment,sentiment_text,num_sentimen_lexicon,cleaned
 agenda jemaah haji keutamaan terima vaksin   https   https  ,Sulawesi Utara,Maret,5,agenda jemaah haji keutamaan terima,agenda jemaah haji utama terima,2,positive,1,agenda jemaah haji utama terima vaksin
 lunalikeamoon  fwbess garagara habis vaksin ,Kalimantan Selatan,April,4,lunalikeamoon fwbess garagara habis,lunalikeamoon fwbess garagara habis,3,positive,1,lunalikeamoon fwbess garagara habis vaksin
vaksin banget  ,Jawa Tengah,Juni,1,banget,banget,1,positive,1,vaksin banget
🔥 pastinya pelbagai aktiviti program menarik   april  📌pusingan debat  april  📌piloxing class for girls 📌nocturnal run   april  📌vaksin  realiti konspirasi 📌esport,Sulawesi Utara,Maret,19,pastinya pelbagai aktiviti program menarik april pusingan debat april piloxing class for girls nocturnal run april realiti konspirasi esport,pasti pelbagai aktiviti program tarik april pusing debat april piloxing class for girls nocturnal run april realiti konspirasi esport,8,positive,1,pasti pelbagai aktiviti program tarik april pusing debat april piloxing class for girls nocturnal run april vaksin realiti konspirasi esport
waspada lonjakan gelombang  lebaran  patuhi protokol kesehatan  vaksin  pancasila negara https  ,Kalimantan Utara,Januari,9,waspada lonjakan gelombang lebaran patuhi protokol kesehatan pancasila negara,waspada lonjak gelombang lebaran patuh protokol sehat pancasila negara,11,positive,1,waspada lonjak gelombang lebaran patuh protokol sehat vaksin pancasila negara
tua keluarga lansia usia  lbh vaksin gratis daftar via wa rs murni teguh cp ,Sumatera Utara,Maret,13,tua keluarga usia usia lbh gratis daftar via wa rs murni teguh,tua keluarga usia usia lbh gratis daftar via wa rs murni teguh,5,positive,1,tua keluarga lansia usia lbh vaksin gratis daftar via wa rs murni teguh cp
 putyisic syudah   bli sharing vaksin ngasi dorongan biar now watching divaksin  dikasi microcheap billgate gratis gmw  ,Bali,Juni,15,putyisic syudah bli sharing ngasi dorongan biar now watching divaksin dikasi microcheap billgate gratis gmw,putyisic syudah bli sharing ngasi dorong biar now watching vaksin kasi microcheap billgate gratis gmw,5,positive,1,putyisic syudah bli sharing vaksin ngasi dorong biar now watching vaksin kasi microcheap billgate gratis gmw
kap bromus bkrja jumat  sikm  ga dicegat ktika mudik ownerny bukan covididiot  vaksin digratiskan karyawan amp  kelurahan mreka slama aware dg prokes  wfh  masuk kantor dibatasi  dg duduk brjarak amp  jndela dibuka,Sumatera Barat,Mei,30,kap bromus bkrja jumat sikm ga dicegat ktika mudik ownerny covididiot digratiskan karyawan amp kelurahan mreka slama aware dg prokes wfh masuk kantor dibatasi dg duduk brjarak amp jndela dibuka,kap bromus bkrja jumat sikm ga cegat ktika mudik ownerny covididiot gratis karyawan amp lurah mreka slama aware dg prokes wfh masuk kantor batas dg duduk brjarak amp jndela buka,6,positive,1,kap bromus bkrja jumat sikm ga cegat ktika mudik ownerny bukan covididiot vaksin gratis karyawan amp lurah mreka slama aware dg prokes wfh masuk kantor batas dg duduk brjarak amp jndela buka
vaksin dosis  booster   tidak kerasa ngantuk dosis  tidak pengel 🙂,Nusa Tenggara Barat,Februari,6,dosis booster kerasa ngantuk dosis pengel,dosis booster rasa ngantuk dosis pengel,-4,negative,2,vaksin dosis booster tidak rasa ngantuk dosis tidak pengel
ndamau suntik vaksin  vaksin ku dzikir,Jawa Tengah,Januari,3,ndamau ku dzikir,ndamau ku dzikir,0,neutral,0,ndamau suntik vaksin vaksin ku dzikir
driver amp  crew white horse bali vaksin   temanteman berwisata bali  kan bus white horse  😊🙏🏻 https  ,DKI Jakarta,Maret,12,driver amp crew white horse bali temanteman berwisata bali bus white horse,driver amp crew white horse bal temanteman wisata bal bus white horse,0,neutral,0,driver amp crew white horse bal vaksin temanteman wisata bal kan bus white horse
     newsplatter klo guru smak ditanya pendataannya dr disdik provinsi  krn kewenangan pemprov  mungkin kepastian silahkan ditanya  penjadwalannya sprt  sekolah sih koordinasikan  proses vaksin berjalan  smg 🙏💪,Kalimantan Timur,Mei,19,newsplatter guru smak pendataannya dr disdik provinsi kewenangan pemprov kepastian silahkan penjadwalannya sprt sekolah sih koordinasikan proses berjalan smg,newsplatter guru smak data dr disdik provinsi wenang pemprov pasti silah jadwal sprt sekolah sih koordinasi proses jalan smg,11,positive,1,newsplatter klo guru smak tanya data dr disdik provinsi krn wenang pemprov mungkin pasti silah tanya jadwal sprt sekolah sih koordinasi proses vaksin jalan smg
 alvnblkh vaksin nd tdr 🤣,Nusa Tenggara Timur,Januari,3,alvnblkh nd tdr,alvnblkh nd tdr,0,neutral,0,alvnblkh vaksin nd tdr
mui  vaksin  sinovac suci halal https  ,Jambi,Januari,4,mui sinovac suci halal,mui sinovac suci halal,4,positive,1,mui vaksin sinovac suci halal
 medioclubid  dikon vaksin bahas konspirasi elit global  wkwkwkw,Jawa Tengah,Juni,7,medioclubid dikon bahas konspirasi elit global wkwkwkw,medioclubid dikon bahas konspirasi elit global wkwkwkw,6,positive,1,medioclubid dikon vaksin bahas konspirasi elit global wkwkwkw
 iskandarsamad kerajaan patut vaksin terbaik rakyat rakyat pilihan vaksin mahu dibayar  tidak wajar dikawal kesihatan nyawa,Papua,Mei,13,iskandarsamad kerajaan patut terbaik rakyat rakyat pilihan mahu dibayar wajar dikawal kesihatan nyawa,iskandarsamad raja patut baik rakyat rakyat pilih mahu bayar wajar kawal kesihatan nyawa,8,positive,1,iskandarsamad raja patut vaksin baik rakyat rakyat pilih vaksin mahu bayar tidak wajar kawal kesihatan nyawa
ayo vaksin gaeess biar kuat imunnya https  tcoynrjogspsr,Kalimantan Utara,Juni,6,ayo gaeess biar kuat imunnya tcoynrjogspsr,ayo gaeess biar kuat imun tcoynrjogspsr,7,positive,1,ayo vaksin gaeess biar kuat imun tcoynrjogspsr
peluang vaksin awal  🥳 https  ,Aceh,April,1,peluang,peluang,0,neutral,0,peluang vaksin awal
udahlah nunggu giliran  juta vaksin,DI Yogyakarta,Februari,4,udahlah nunggu giliran juta,udahlah nunggu gilir juta,3,positive,1,udahlah nunggu gilir juta vaksin
benda vaksin covid  damai indonesiaku https  tcoiqwskessuc,Kepulauan Bangka Belitung,Mei,4,benda damai indonesiaku tcoiqwskessuc,benda damai indonesia tcoiqwskessuc,0,neutral,0,benda vaksin covid damai indonesia tcoiqwskessuc
 indonesia bagian memperbolehkan vaksin usian dibawah      surat pcr lengkap  lengkap  anak kta  ngotot surat vaksin  vaksin  ,Kalimantan Barat,Mei,12,indonesia memperbolehkan usian dibawah surat pcr lengkap lengkap anak kta ngotot surat,indonesia boleh usian bawah surat pcr lengkap lengkap anak kta ngotot surat,-1,negative,2,indonesia bagi boleh vaksin usian bawah surat pcr lengkap lengkap anak kta ngotot surat vaksin vaksin
ayo vaksin    ayovaksin  polresgorontalokota  polsekkotatengah  bhabinkamtibmasdulalowo https  ,Gorontalo,Juni,5,ayo ayovaksin polresgorontalokota polsekkotatengah bhabinkamtibmasdulalowo,ayo ayovaksin polresgorontalokota polsekkotatengah bhabinkamtibmasdulalowo,4,positive,1,ayo vaksin ayovaksin polresgorontalokota polsekkotatengah bhabinkamtibmasdulalowo
pas vaksin gni saham farmasi anjlok sih wkakaak krna tangan dokter tremor pda ragu🤣🤣😅😅,Sumatera Selatan,Januari,13,pas gni saham farmasi anjlok sih wkakaak krna tangan dokter tremor pda ragu,pas gni saham farmasi anjlok sih wkakaak krna tangan dokter tremor pda ragu,-3,negative,2,pas vaksin gni saham farmasi anjlok sih wkakaak krna tangan dokter tremor pda ragu
 mindamrandom lupa jaga kesehatan kak  istirahat cukup vaksin  doakan semoga lancar dalam vaksin  nya  amin  tgprnm https  ,Kalimantan Barat,Maret,12,mindamrandom lupa jaga kesehatan kak istirahat doakan semoga lancar nya amin tgprnm,mindamrandom lupa jaga sehat kak istirahat doa moga lancar nya amin tgprnm,17,positive,1,mindamrandom lupa jaga sehat kak istirahat cukup vaksin doa moga lancar dalam vaksin nya amin tgprnm
indonesia kedatangan vaksin  tahap    juta dosis vaksin sinovac bandara soekarnohatta banten pagi    langkah pemeriksaan https  ,Banten,Mei,12,indonesia kedatangan tahap juta dosis sinovac bandara soekarnohatta banten pagi langkah pemeriksaan,indonesia datang tahap juta dosis sinovac bandara soekarnohatta banten pagi langkah periksa,-2,negative,2,indonesia datang vaksin tahap juta dosis vaksin sinovac bandara soekarnohatta banten pagi langkah periksa
klaster rs    bukan ketularan pasien    makan  dinas bareng   nice 🙂 mungkin maksudnya booster vaksin  kan ,Nusa Tenggara Timur,Januari,10,klaster rs ketularan pasien makan dinas bareng nice maksudnya booster,klaster rs tular pasien makan dinas bareng nice maksud booster,7,positive,1,klaster rs bukan tular pasien makan dinas bareng nice mungkin maksud booster vaksin kan
 newsplatter sisa vaksin gagal  tidak memenuhi syarat  tidak ,DI Yogyakarta,Mei,5,newsplatter sisa gagal memenuhi syarat,newsplatter sisa gagal penuh syarat,-8,negative,2,newsplatter sisa vaksin gagal tidak penuh syarat tidak
jubir vaksin  disiplin protokol kesehatan vaksinasi damai indonesia https  ,Gorontalo,Juni,7,juru bicara disiplin protokol kesehatan damai indonesia,juru bicara disiplin protokol sehat damai indonesia,7,positive,1,jubir vaksin disiplin protokol sehat vaksinasi damai indonesia
vaksin  produksi sinovac aman halal    negeripulihdenganvaksin https  ,Lampung,Mei,5,produksi sinovac aman halal negeripulihdenganvaksin,produksi sinovac aman halal negeripulihdenganvaksin,0,neutral,0,vaksin produksi sinovac aman halal negeripulihdenganvaksin
vaksin  vaksin  halal  aman  gratis  divhumaspolri  humaspoldantb  humaspolreslobar https  ,Nusa Tenggara Barat,Maret,6,halal aman gratis divhumaspolri humaspoldantb humaspolreslobar,halal aman gratis divhumaspolri humaspoldantb humaspolreslobar,4,positive,1,vaksin vaksin halal aman gratis divhumaspolri humaspoldantb humaspolreslobar
 jokowi giliran undangan vaksin,Banten,Juni,3,jokowi giliran undangan,jokowi gilir undang,2,positive,1,jokowi gilir undang vaksin
pagi pas ditinggal pergi vaksin anak abail ketawa ketiwi  pas pulang badan anget 😭 mesti bilal nambah umur demam 😭 ibuu rungsing nak ,Jambi,Mei,20,pagi pas ditinggal pergi anak abail ketawa ketiwi pas pulang badan anget mesti bilal nambah umur demam ibuu rungsing nak,pagi pas tinggal pergi anak abail ketawa ketiwi pas pulang badan anget mesti bilal nambah umur demam ibuu rungsing nak,8,positive,1,pagi pas tinggal pergi vaksin anak abail ketawa ketiwi pas pulang badan anget mesti bilal nambah umur demam ibuu rungsing nak
 ekokuntadhi bikin heran  vaksin negri dikawal ketat arak arakan tni polri  pengirian daerah mengamankan kotak suara pemilu vaksin disampai disimpan dibiarkan tidak jaga  kebakaran  aneh,Lampung,Januari,22,ekokuntadhi bikin heran negri dikawal ketat arak arakan tni polri pengirian daerah mengamankan kotak suara pemilu disampai disimpan dibiarkan jaga kebakaran aneh,ekokuntadhi bikin heran negri kawal ketat arak ara tni polri iri daerah aman kotak suara milu sampai simpan biar jaga bakar aneh,6,positive,1,ekokuntadhi bikin heran vaksin negri kawal ketat arak ara tni polri iri daerah aman kotak suara milu vaksin sampai simpan biar tidak jaga bakar aneh
 anindyastina  sbyfess yaa semisale pengen   dino sebelom vaksin coba kordinasi nakesnya sing nyuntik bee dibantu lihat otg tidak,Sulawesi Utara,Februari,16,anindyastina sbyfess yaa semisale pengen dino sebelom coba kordinasi nakesnya sing nyuntik bee dibantu lihat otg,anindyastina sbyfess yaa semisale ken dino bom coba kordinasi nakesnya sing nyuntik bee bantu lihat otg,17,positive,1,anindyastina sbyfess yaa semisale ken dino bom vaksin coba kordinasi nakesnya sing nyuntik bee bantu lihat otg tidak
orang vaksin covid  w vaksin rabies ,DI Yogyakarta,Maret,2,w rabies,w rabies,-4,negative,2,orang vaksin covid w vaksin rabies
alasan mengumumkan mekanisme jamaah haji  kelangkaan vaksin   dana haji terjamin https  tcodcucdfpxab,Kalimantan Utara,April,10,alasan mengumumkan mekanisme jamaah haji kelangkaan dana haji terjamin tcodcucdfpxab,alas umum mekanisme jamaah haji langka dana haji jamin tcodcucdfpxab,-5,negative,2,alas umum mekanisme jamaah haji langka vaksin dana haji jamin tcodcucdfpxab
hindari denda mengikuti vaksinasi   vaksin halal amandamai indonesiaku https  ,Kepulauan Bangka Belitung,Juni,6,hindari denda mengikuti halal amandamai indonesiaku,hindar denda ikut halal amandamai indonesia,0,neutral,0,hindar denda ikut vaksinasi vaksin halal amandamai indonesia
 popoury    txtdrpemerintah gak kak  raffi salah public figur pemerintah vaksin tujuannya masyarakat tidak takut vaksin artis vaksin  tp doi blunder pas tidak ngikutin prokes kan doi dibayar kampanye prokes,Bali,Januari,22,popoury txtdrpemerintah kak raffi salah public figur pemerintah tujuannya masyarakat takut artis doi blunder pas ngikutin prokes doi dibayar kampanye prokes,popoury txtdrpemerintah kak raffi salah public figur perintah tuju masyarakat takut artis doi blunder pas ngikutin prokes doi bayar kampanye prokes,4,positive,1,popoury txtdrpemerintah gak kak raffi salah public figur perintah vaksin tuju masyarakat tidak takut vaksin artis vaksin tp doi blunder pas tidak ngikutin prokes kan doi bayar kampanye prokes
ratusan vaksin serbu puskesmas fakfak utara   kesehatan https   https  ,Papua,April,6,ratusan serbu puskesmas fakfak utara kesehatan,ratus serbu puskesmas fakfak utara sehat,4,positive,1,ratus vaksin serbu puskesmas fakfak utara sehat
 susandududz lemes hbs vaksin tidak minumin sanmol hhahaha,Kalimantan Selatan,Juni,6,susandududz lemes hbs minumin sanmol hhahaha,susandududz lemes hbs minumin sanmol hhahaha,-3,negative,2,susandududz lemes hbs vaksin tidak minumin sanmol hhahaha
ppkm  pelaku perjalanan jalur laut ambon wajib surat vaksin https  ,Maluku,Mei,8,ppkm pelaku perjalanan jalur laut ambon wajib surat,ppkm laku jalan jalur laut ambon wajib surat,-6,negative,2,ppkm laku jalan jalur laut ambon wajib surat vaksin
ppkm  stop penyebaran virus  answer   virus ditakutin  mati takdir   ayo vaksin  lindungi keluarga vaksin covid  answer   takutlah vaksin  mati  katanya mati takdir  logikanya coba   ayovaksin  vaksincegahpandemi,Kalimantan Barat,Januari,19,ppkm stop penyebaran answer ditakutin mati takdir ayo lindungi keluarga answer takutlah mati mati takdir logikanya coba ayovaksin vaksincegahpandemi,ppkm stop sebar answer ditakutin mati takdir ayo lindung keluarga answer takut mati mati takdir logika coba ayovaksin vaksincegahpandemi,30,positive,1,ppkm stop sebar virus answer virus ditakutin mati takdir ayo vaksin lindung keluarga vaksin covid answer takut vaksin mati kata mati takdir logika coba ayovaksin vaksincegahpandemi
vaksin covid sudh hampir tersebar  hampir yaaaa  😊 tp sayangkan beberpa media mnyebutkan kecurangan bhkan jual beli vaksin palsu  hemm dasar otak iblis  maunya cuan truss,Sulawesi Tengah,Januari,18,sudh tersebar sayangkan beberpa media mnyebutkan kecurangan bhkan jual beli palsu hemm dasar otak iblis maunya cuan truss,sudh sebar sayang beberpa media mnyebutkan curang bhkan jual beli palsu hemm dasar otak iblis mau cuan truss,5,positive,1,vaksin covid sudh hampir sebar hampir yaaaa tp sayang beberpa media mnyebutkan curang bhkan jual beli vaksin palsu hemm dasar otak iblis mau cuan truss
vaksin terima membina perlindungan dalam badan mengurangkan risiko ancaman  ,Sulawesi Utara,Juni,7,terima membina perlindungan badan mengurangkan risiko ancaman,terima bina lindung badan kurang risiko ancam,-7,negative,2,vaksin terima bina lindung dalam badan kurang risiko ancam
 muhimadudin  thearieair    wiwikherma  desakusurga  baswirob  ibrahimcruise daftar yuks  open promote  programfolbac  sejutapromotor best regard   thearieair vaksin ekonomi bangkit follow promotornya   muhimadudin   like rep  sukseskan vaksinasi  programfolback,Sulawesi Utara,Februari,24,muhimadudin thearieair wiwikherma desakusurga baswirob ibrahimcruise daftar yuks open promote programfolbac sejutapromotor best regard thearieair ekonomi bangkit follow promotornya muhimadudin like rep sukseskan programfolback,muhimadudin thearieair wiwikherma desakusurga baswirob ibrahimcruise daftar yuks open promote programfolbac sejutapromotor best regard thearieair ekonomi bangkit follow promotor muhimadudin like rep sukses programfolback,6,positive,1,muhimadudin thearieair wiwikherma desakusurga baswirob ibrahimcruise daftar yuks open promote programfolbac sejutapromotor best regard thearieair vaksin ekonomi bangkit follow promotor muhimadudin like rep sukses vaksinasi programfolback
 jaemcityx omg congrats makji vaksin,Sulawesi Selatan,Januari,4,jaemcityx omg congrats makji,jaemcityx omg congrats makji,3,positive,1,jaemcityx omg congrats makji vaksin
 aalmasih yaaa benar dudul memang helm tidak menghentikan kecelakaan  vaksin  piye to 😆🤣🤣,Lampung,Juni,8,aalmasih yaaa dudul helm menghentikan kecelakaan piye to,aalmasih yaaa dudul helm henti celaka piye to,-12,negative,2,aalmasih yaaa benar dudul memang helm tidak henti celaka vaksin piye to
